airline,airport1,airport2,cnt
XX,AAE,ALG,1
XX,AAE,CDG,1
XX,AAE,IST,1
XX,AAE,LYS,1
XX,AAE,MRS,2
XX,AAE,ORN,1
XX,AAE,ORY,2
XX,AAL,AAR,1
XX,AAL,AGP,1
XX,AAL,ALC,1
XX,AAL,AMS,2
XX,AAL,ARN,1
XX,AAL,BCN,2
XX,AAL,BLL,3
XX,AAL,CPH,2
XX,AAL,IST,1
XX,AAL,LGW,1
XX,AAL,OSL,3
XX,AAL,PMI,1
XX,AAL,SVG,1
XX,AAN,CCJ,1
XX,AAN,PEW,1
XX,AAQ,DME,1
XX,AAQ,LED,1
XX,AAQ,SVO,1
XX,AAR,AAL,1
XX,AAR,AGP,1
XX,AAR,BMA,1
XX,AAR,CPH,1
XX,AAR,GOT,1
XX,AAR,OSL,1
XX,AAR,PMI,1
XX,AAR,STN,1
XX,AAT,URC,2
XX,AAX,POJ,1
XX,AAY,SAH,1
XX,ABA,DME,1
XX,ABA,IKT,1
XX,ABA,NSK,1
XX,ABA,SVO,1
XX,ABB,ABV,1
XX,ABB,LOS,1
XX,ABD,MHD,2
XX,ABD,SYZ,1
XX,ABD,THR,3
XX,ABE,ATL,3
XX,ABE,CLT,2
XX,ABE,DTW,1
XX,ABE,MYR,1
XX,ABE,ORD,1
XX,ABE,PGD,1
XX,ABE,PHL,2
XX,ABE,PIE,1
XX,ABE,SFB,1
XX,ABI,DFW,2
XX,ABJ,ACC,7
XX,ABJ,ALG,1
XX,ABJ,BKO,2
XX,ABJ,BOY,1
XX,ABJ,BRU,4
XX,ABJ,CDG,2
XX,ABJ,CKY,2
XX,ABJ,CMN,1
XX,ABJ,COO,3
XX,ABJ,DKR,3
XX,ABJ,DLA,1
XX,ABJ,FNA,1
XX,ABJ,IST,1
XX,ABJ,LBV,1
XX,ABJ,LFW,5
XX,ABJ,LOS,4
XX,ABJ,NBO,1
XX,ABJ,ORY,1
XX,ABJ,OUA,7
XX,ABJ,ROB,1
XX,ABJ,TUN,1
XX,ABL,OTZ,2
XX,ABL,SHG,2
XX,ABM,CNS,1
XX,ABQ,ATL,5
XX,ABQ,BWI,1
XX,ABQ,CNM,1
XX,ABQ,DAL,1
XX,ABQ,DEN,3
XX,ABQ,DFW,2
XX,ABQ,HOU,1
XX,ABQ,IAH,1
XX,ABQ,JFK,1
XX,ABQ,LAM,1
XX,ABQ,LAS,2
XX,ABQ,LAX,5
XX,ABQ,MCI,2
XX,ABQ,MDW,2
XX,ABQ,MSP,1
XX,ABQ,OAK,1
XX,ABQ,ORD,3
XX,ABQ,PDX,2
XX,ABQ,PHX,3
XX,ABQ,SAN,1
XX,ABQ,SEA,1
XX,ABQ,SFO,1
XX,ABQ,SLC,1
XX,ABR,MSP,1
XX,ABS,ASW,1
XX,ABT,DMM,1
XX,ABT,JED,1
XX,ABT,RUH,1
XX,ABV,ABB,1
XX,ABV,ACC,1
XX,ABV,ADD,1
XX,ABV,BNI,1
XX,ABV,CAI,1
XX,ABV,CBQ,1
XX,ABV,CDG,3
XX,ABV,COO,1
XX,ABV,ENU,1
XX,ABV,FRA,1
XX,ABV,GMO,1
XX,ABV,IBA,1
XX,ABV,ILR,1
XX,ABV,KAN,1
XX,ABV,LFW,1
XX,ABV,LHR,1
XX,ABV,LOS,1
XX,ABV,NDJ,1
XX,ABV,NIM,1
XX,ABV,PHC,4
XX,ABV,QOW,1
XX,ABV,QRW,1
XX,ABV,SKO,1
XX,ABV,SSG,1
XX,ABV,YOL,1
XX,ABX,MEL,1
XX,ABX,SYD,3
XX,ABY,ATL,4
XX,ABZ,AMS,1
XX,ABZ,BGO,2
XX,ABZ,BHD,1
XX,ABZ,BHX,1
XX,ABZ,BRS,1
XX,ABZ,CDG,3
XX,ABZ,CPH,1
XX,ABZ,DUB,1
XX,ABZ,EBJ,1
XX,ABZ,EMA,1
XX,ABZ,FRA,1
XX,ABZ,HUY,1
XX,ABZ,KOI,1
XX,ABZ,KSU,1
XX,ABZ,LBA,1
XX,ABZ,LCY,1
XX,ABZ,LGW,1
XX,ABZ,LHR,5
XX,ABZ,LSI,1
XX,ABZ,LTN,1
XX,ABZ,MAN,2
XX,ABZ,MME,1
XX,ABZ,NCL,1
XX,ABZ,NWI,2
XX,ABZ,OSL,2
XX,ABZ,RIX,1
XX,ABZ,SVG,3
XX,ABZ,SYY,1
XX,ABZ,WIC,1
XX,ACA,IAH,1
XX,ACA,MEX,3
XX,ACA,MTY,1
XX,ACA,TIJ,1
XX,ACA,TLC,2
XX,ACC,ABJ,8
XX,ACC,ABV,1
XX,ACC,ADD,1
XX,ACC,AMS,1
XX,ACC,BEY,1
XX,ACC,CAI,1
XX,ACC,CMN,1
XX,ACC,COO,1
XX,ACC,DKR,3
XX,ACC,DXB,1
XX,ACC,FCO,1
XX,ACC,FNA,3
XX,ACC,FRA,1
XX,ACC,IST,1
XX,ACC,JFK,1
XX,ACC,JNB,1
XX,ACC,KMS,4
XX,ACC,LFW,1
XX,ACC,LHR,2
XX,ACC,LIS,1
XX,ACC,LOS,4
XX,ACC,MAD,1
XX,ACC,MLW,1
XX,ACC,NBO,1
XX,ACC,NYI,1
XX,ACC,OUA,1
XX,ACC,ROB,4
XX,ACC,TKD,2
XX,ACC,TML,3
XX,ACC,WDH,1
XX,ACE,AMS,1
XX,ACE,BCN,3
XX,ACE,BFS,2
XX,ACE,BGY,1
XX,ACE,BHX,6
XX,ACE,BIO,3
XX,ACE,BLK,1
XX,ACE,BLQ,1
XX,ACE,BOH,1
XX,ACE,BRE,1
XX,ACE,BRS,2
XX,ACE,BVA,1
XX,ACE,CGN,1
XX,ACE,CRL,1
XX,ACE,DUB,2
XX,ACE,DUS,2
XX,ACE,EDI,1
XX,ACE,EIN,1
XX,ACE,EMA,6
XX,ACE,FKB,1
XX,ACE,FRA,2
XX,ACE,FUE,5
XX,ACE,GLA,5
XX,ACE,HAJ,2
XX,ACE,HAM,2
XX,ACE,HHN,1
XX,ACE,LBA,3
XX,ACE,LEJ,2
XX,ACE,LGW,9
XX,ACE,LPA,2
XX,ACE,LPL,2
XX,ACE,LTN,3
XX,ACE,LUX,1
XX,ACE,MAD,3
XX,ACE,MAN,7
XX,ACE,MUC,2
XX,ACE,NCL,4
XX,ACE,NOC,1
XX,ACE,NRN,1
XX,ACE,ORK,2
XX,ACE,OVD,1
XX,ACE,PAD,1
XX,ACE,PIK,1
XX,ACE,SCQ,2
XX,ACE,SDR,1
XX,ACE,SNN,1
XX,ACE,STN,3
XX,ACE,STR,2
XX,ACE,SVQ,1
XX,ACE,SXF,1
XX,ACE,TFN,1
XX,ACE,TXL,1
XX,ACE,ZAZ,1
XX,ACE,ZRH,2
XX,ACH,EBA,1
XX,ACH,VIE,1
XX,ACI,GCI,1
XX,ACI,SOU,1
XX,ACK,BOS,1
XX,ACK,EWB,1
XX,ACK,HPN,1
XX,ACK,HYA,1
XX,ACK,MVY,1
XX,ACK,TEB,1
XX,ACR,LCR,1
XX,ACR,SVI,1
XX,ACT,DFW,2
XX,ACU,PAC,1
XX,ACV,CEC,1
XX,ACV,SFO,1
XX,ACV,SMF,1
XX,ACX,CAN,1
XX,ACX,CKG,1
XX,ACX,KWE,1
XX,ACX,NAY,2
XX,ACX,PVG,1
XX,ACY,BOS,1
XX,ACY,DTW,1
XX,ACY,FLL,1
XX,ACY,IAH,1
XX,ACY,MCO,1
XX,ACY,MYR,1
XX,ACY,ORD,2
XX,ACY,RSW,1
XX,ACY,TPA,1
XX,ACZ,MHD,1
XX,ADA,ADB,2
XX,ADA,AYT,2
XX,ADA,EBL,2
XX,ADA,ECN,2
XX,ADA,ESB,1
XX,ADA,IST,3
XX,ADA,JED,1
XX,ADA,SAW,2
XX,ADA,TZX,1
XX,ADA,VAN,1
XX,ADB,ADA,2
XX,ADB,AMS,3
XX,ADB,ARN,1
XX,ADB,ASR,2
XX,ADB,ATH,1
XX,ADB,AYT,2
XX,ADB,BHX,1
XX,ADB,BRE,1
XX,ADB,BRU,1
XX,ADB,BSL,2
XX,ADB,CDG,2
XX,ADB,CGN,1
XX,ADB,CPH,1
XX,ADB,DIY,2
XX,ADB,DTM,1
XX,ADB,DUB,1
XX,ADB,DUS,2
XX,ADB,ECN,2
XX,ADB,ESB,2
XX,ADB,EZS,1
XX,ADB,FRA,1
XX,ADB,GNY,1
XX,ADB,GZT,2
XX,ADB,HAJ,1
XX,ADB,HAM,2
XX,ADB,HEL,1
XX,ADB,HTY,1
XX,ADB,IST,4
XX,ADB,LGW,2
XX,ADB,LUX,1
XX,ADB,LYS,1
XX,ADB,MAN,1
XX,ADB,MQM,1
XX,ADB,MUC,2
XX,ADB,NTE,1
XX,ADB,SAW,3
XX,ADB,STN,1
XX,ADB,STR,2
XX,ADB,SXB,1
XX,ADB,TXL,1
XX,ADB,TZX,2
XX,ADB,VAS,1
XX,ADB,VIE,1
XX,ADB,ZRH,1
XX,ADD,ABV,1
XX,ADD,ACC,1
XX,ADD,AMH,1
XX,ADD,ASO,1
XX,ADD,AXU,1
XX,ADD,BAH,1
XX,ADD,BEY,1
XX,ADD,BJR,1
XX,ADD,BKK,2
XX,ADD,BKO,2
XX,ADD,BOM,2
XX,ADD,CAI,2
XX,ADD,CAN,3
XX,ADD,CDG,1
XX,ADD,COO,1
XX,ADD,DAR,2
XX,ADD,DEL,2
XX,ADD,DIR,1
XX,ADD,DLA,2
XX,ADD,DMM,1
XX,ADD,DOH,1
XX,ADD,DXB,3
XX,ADD,EBB,2
XX,ADD,ENU,1
XX,ADD,FBM,1
XX,ADD,FCO,1
XX,ADD,FIH,1
XX,ADD,FRA,2
XX,ADD,GDQ,1
XX,ADD,GMB,1
XX,ADD,HGA,1
XX,ADD,HKG,1
XX,ADD,HRE,4
XX,ADD,IST,1
XX,ADD,JED,6
XX,ADD,JIB,4
XX,ADD,JIJ,1
XX,ADD,JIM,1
XX,ADD,JNB,2
XX,ADD,JRO,1
XX,ADD,JUB,2
XX,ADD,KGL,2
XX,ADD,KRT,2
XX,ADD,KWI,2
XX,ADD,LAD,2
XX,ADD,LBV,1
XX,ADD,LFW,1
XX,ADD,LHR,1
XX,ADD,LLW,1
XX,ADD,LOS,1
XX,ADD,LUN,1
XX,ADD,MBA,2
XX,ADD,MCT,2
XX,ADD,MPM,1
XX,ADD,MQX,1
XX,ADD,NBO,4
XX,ADD,NDJ,1
XX,ADD,NIM,1
XX,ADD,OUA,1
XX,ADD,PEK,2
XX,ADD,PNR,1
XX,ADD,PVG,1
XX,ADD,RUH,2
XX,ADD,SAH,1
XX,ADD,SSG,2
XX,ADD,SZE,1
XX,ADD,TLV,1
XX,ADE,AHB,1
XX,ADE,AMM,2
XX,ADE,ASM,1
XX,ADE,AUH,1
XX,ADE,BBO,1
XX,ADE,BOM,1
XX,ADE,CAI,1
XX,ADE,DMM,2
XX,ADE,DOH,1
XX,ADE,DXB,2
XX,ADE,GXF,1
XX,ADE,IST,1
XX,ADE,JED,2
XX,ADE,MGQ,1
XX,ADE,RIY,1
XX,ADE,RUH,1
XX,ADE,SAH,2
XX,ADE,SHJ,1
XX,ADF,ESB,1
XX,ADF,IST,1
XX,ADK,ANC,1
XX,ADL,AKL,4
XX,ADL,ASP,1
XX,ADL,BHQ,1
XX,ADL,BNE,5
XX,ADL,CBR,2
XX,ADL,CED,1
XX,ADL,CNS,1
XX,ADL,CPD,1
XX,ADL,DPS,2
XX,ADL,DRW,2
XX,ADL,DXB,2
XX,ADL,HKG,1
XX,ADL,KGC,1
XX,ADL,KGI,1
XX,ADL,KUL,2
XX,ADL,MEL,4
XX,ADL,MGB,1
XX,ADL,MQL,1
XX,ADL,OLP,1
XX,ADL,OOL,2
XX,ADL,PER,3
XX,ADL,PLO,2
XX,ADL,PUG,1
XX,ADL,SIN,3
XX,ADL,SYD,5
XX,ADL,WYA,1
XX,ADQ,AKK,1
XX,ADQ,ANC,2
XX,ADQ,AOS,1
XX,ADQ,KKB,1
XX,ADQ,KLN,1
XX,ADQ,KOZ,2
XX,ADQ,OLH,2
XX,ADQ,ORI,1
XX,ADU,MHD,1
XX,ADU,THR,2
XX,ADZ,BAQ,1
XX,ADZ,BOG,3
XX,ADZ,CLO,2
XX,ADZ,CTG,1
XX,ADZ,MDE,1
XX,ADZ,PEI,1
XX,ADZ,PTY,1
XX,ADZ,PVA,1
XX,AEB,CAN,1
XX,AEB,CKG,1
XX,AEB,KWL,1
XX,AEP,AFA,1
XX,AEP,ASU,1
XX,AEP,BHI,2
XX,AEP,BRC,2
XX,AEP,COR,2
XX,AEP,CPC,1
XX,AEP,CRD,2
XX,AEP,CTC,1
XX,AEP,CWB,1
XX,AEP,EQS,1
XX,AEP,FLN,1
XX,AEP,FMA,1
XX,AEP,FTE,1
XX,AEP,GIG,1
XX,AEP,GRU,3
XX,AEP,IGR,2
XX,AEP,IRJ,1
XX,AEP,JUJ,1
XX,AEP,LUQ,1
XX,AEP,MDQ,2
XX,AEP,MDZ,2
XX,AEP,MVD,2
XX,AEP,NQN,2
XX,AEP,PDP,2
XX,AEP,PMY,1
XX,AEP,POA,1
XX,AEP,PRA,2
XX,AEP,PSS,1
XX,AEP,REL,1
XX,AEP,RES,1
XX,AEP,RGA,1
XX,AEP,RGL,2
XX,AEP,RHD,1
XX,AEP,ROS,2
XX,AEP,RSA,1
XX,AEP,SCL,2
XX,AEP,SDE,1
XX,AEP,SFN,2
XX,AEP,SLA,3
XX,AEP,TUC,2
XX,AEP,UAQ,2
XX,AEP,USH,2
XX,AEP,VDM,1
XX,AER,DME,4
XX,AER,DYU,1
XX,AER,EVN,2
XX,AER,IST,2
XX,AER,KIV,1
XX,AER,KJA,1
XX,AER,KRR,2
XX,AER,KZN,1
XX,AER,LBD,2
XX,AER,LED,1
XX,AER,MSQ,1
XX,AER,OMS,1
XX,AER,SVO,1
XX,AER,SVX,2
XX,AER,TAS,2
XX,AER,TZX,1
XX,AER,VKO,1
XX,AES,ALC,1
XX,AES,AMS,2
XX,AES,BGO,2
XX,AES,CPH,1
XX,AES,GDN,1
XX,AES,LGW,1
XX,AES,OSL,2
XX,AES,RIX,1
XX,AES,TRD,1
XX,AES,VNO,1
XX,AET,BTT,1
XX,AET,FAI,1
XX,AET,HUS,1
XX,AEX,ATL,3
XX,AEX,DFW,2
XX,AEX,IAH,1
XX,AEY,RKV,1
XX,AFA,AEP,1
XX,AFA,LUQ,1
XX,AFL,CGB,1
XX,AFZ,THR,1
XX,AGA,AMS,1
XX,AGA,BRU,3
XX,AGA,CDG,1
XX,AGA,CMN,1
XX,AGA,CRL,1
XX,AGA,DUS,1
XX,AGA,EUN,1
XX,AGA,FRA,1
XX,AGA,LEJ,1
XX,AGA,LGW,3
XX,AGA,LIL,2
XX,AGA,LPA,1
XX,AGA,LUX,1
XX,AGA,LYS,1
XX,AGA,MAN,3
XX,AGA,MRS,1
XX,AGA,MUC,1
XX,AGA,ORY,2
XX,AGA,SXF,1
XX,AGA,VIL,1
XX,AGB,MRS,1
XX,AGF,DCM,1
XX,AGF,ORY,1
XX,AGH,ARN,1
XX,AGH,BMA,2
XX,AGM,IOQ,1
XX,AGM,KUS,1
XX,AGM,KUZ,1
XX,AGM,SGG,1
XX,AGM,TQI,1
XX,AGN,TKE,1
XX,AGP,AAL,1
XX,AGP,AAR,1
XX,AGP,AMS,3
XX,AGP,ARN,2
XX,AGP,BCN,3
XX,AGP,BFS,2
XX,AGP,BGO,1
XX,AGP,BGY,1
XX,AGP,BHD,1
XX,AGP,BHX,2
XX,AGP,BIO,2
XX,AGP,BLK,1
XX,AGP,BLL,1
XX,AGP,BLQ,1
XX,AGP,BOD,1
XX,AGP,BOH,1
XX,AGP,BRE,1
XX,AGP,BRS,2
XX,AGP,BRU,5
XX,AGP,BSL,1
XX,AGP,BTS,1
XX,AGP,BUD,1
XX,AGP,BVA,1
XX,AGP,BVE,1
XX,AGP,CDG,3
XX,AGP,CGN,3
XX,AGP,CIA,1
XX,AGP,CMN,2
XX,AGP,CPH,4
XX,AGP,CRL,1
XX,AGP,CWL,3
XX,AGP,DME,2
XX,AGP,DTM,1
XX,AGP,DUB,2
XX,AGP,DUS,2
XX,AGP,EDI,2
XX,AGP,EIN,2
XX,AGP,EMA,3
XX,AGP,EXT,1
XX,AGP,FCO,3
XX,AGP,FKB,1
XX,AGP,FMM,1
XX,AGP,FMO,1
XX,AGP,FRA,1
XX,AGP,GLA,3
XX,AGP,GOT,2
XX,AGP,GSE,1
XX,AGP,GVA,2
XX,AGP,HAJ,2
XX,AGP,HAM,4
XX,AGP,HAU,1
XX,AGP,HEL,2
XX,AGP,HHN,1
XX,AGP,IBZ,2
XX,AGP,IST,1
XX,AGP,KRK,1
XX,AGP,LBA,2
XX,AGP,LCY,2
XX,AGP,LGW,6
XX,AGP,LHR,2
XX,AGP,LIL,1
XX,AGP,LIS,2
XX,AGP,LPA,2
XX,AGP,LPL,2
XX,AGP,LTN,3
XX,AGP,LUX,1
XX,AGP,LYS,2
XX,AGP,MAD,2
XX,AGP,MAN,5
XX,AGP,MLN,2
XX,AGP,MMX,1
XX,AGP,MRS,1
XX,AGP,MUC,5
XX,AGP,MXP,1
XX,AGP,NCL,3
XX,AGP,NOC,1
XX,AGP,NRN,1
XX,AGP,NTE,2
XX,AGP,NUE,1
XX,AGP,NYO,1
XX,AGP,ORK,2
XX,AGP,ORY,3
XX,AGP,OSL,2
XX,AGP,OVD,2
XX,AGP,PIK,1
XX,AGP,PMI,5
XX,AGP,PRG,1
XX,AGP,RTM,1
XX,AGP,RYG,2
XX,AGP,SCQ,3
XX,AGP,SDR,1
XX,AGP,SEN,1
XX,AGP,SNN,2
XX,AGP,SOF,1
XX,AGP,SOU,1
XX,AGP,STN,2
XX,AGP,STR,2
XX,AGP,SVG,1
XX,AGP,SVO,2
XX,AGP,SXF,1
XX,AGP,TFN,3
XX,AGP,TLS,2
XX,AGP,TMP,1
XX,AGP,TRD,1
XX,AGP,TRF,2
XX,AGP,TSF,1
XX,AGP,TXL,2
XX,AGP,VIE,2
XX,AGP,VKO,1
XX,AGP,VLC,1
XX,AGP,VST,1
XX,AGP,WAW,1
XX,AGP,WRO,1
XX,AGP,YUL,1
XX,AGP,ZRH,1
XX,AGR,BOM,1
XX,AGR,HJR,1
XX,AGS,ATL,3
XX,AGS,CLT,2
XX,AGS,DCA,2
XX,AGT,ASU,2
XX,AGT,GRU,2
XX,AGU,CUN,1
XX,AGU,DFW,2
XX,AGU,IAH,1
XX,AGU,LAX,1
XX,AGU,MEX,2
XX,AGU,MTY,1
XX,AGU,TIJ,1
XX,AGX,COK,1
XX,AHB,ADE,1
XX,AHB,CAI,3
XX,AHB,DMM,1
XX,AHB,DXB,1
XX,AHB,JED,2
XX,AHB,MED,1
XX,AHB,RUH,2
XX,AHB,SAH,1
XX,AHB,SHJ,1
XX,AHB,TIF,1
XX,AHB,TUU,1
XX,AHE,PPT,1
XX,AHE,XMH,1
XX,AHN,BNA,1
XX,AHO,AOI,1
XX,AHO,BGY,1
XX,AHO,BLL,1
XX,AHO,BLQ,1
XX,AHO,BTS,1
XX,AHO,BVA,1
XX,AHO,CIA,1
XX,AHO,CRL,1
XX,AHO,CUF,1
XX,AHO,DTM,1
XX,AHO,DUB,1
XX,AHO,EIN,1
XX,AHO,FCO,1
XX,AHO,FMM,1
XX,AHO,GRO,1
XX,AHO,GSE,1
XX,AHO,HHN,1
XX,AHO,LIN,1
XX,AHO,LTN,1
XX,AHO,MAD,1
XX,AHO,MXP,1
XX,AHO,NRN,1
XX,AHO,NYO,1
XX,AHO,OTP,1
XX,AHO,PMF,1
XX,AHO,PSA,1
XX,AHO,STN,1
XX,AHO,TRF,1
XX,AHO,TRN,1
XX,AHO,TRS,1
XX,AHO,TSF,1
XX,AHU,CMN,1
XX,AIA,CDR,3
XX,AIN,ATK,1
XX,AIN,BRW,1
XX,AIT,AIU,1
XX,AIT,RAR,2
XX,AIU,RAR,1
XX,AJA,ARN,1
XX,AJA,AVN,1
XX,AJA,BES,1
XX,AJA,BOD,1
XX,AJA,BSL,1
XX,AJA,BVE,1
XX,AJA,CDG,1
XX,AJA,CFR,1
XX,AJA,DCM,1
XX,AJA,GVA,1
XX,AJA,LGG,2
XX,AJA,LGW,1
XX,AJA,LIL,2
XX,AJA,LUX,1
XX,AJA,LYS,4
XX,AJA,MPL,1
XX,AJA,MRS,3
XX,AJA,NCE,3
XX,AJA,NTE,3
XX,AJA,OLB,1
XX,AJA,ORY,2
XX,AJA,OSL,1
XX,AJA,PIS,1
XX,AJA,SXB,1
XX,AJA,TLS,3
XX,AJF,JED,1
XX,AJF,RUH,1
XX,AJI,ESB,1
XX,AJI,IST,1
XX,AJL,CCU,3
XX,AJL,GAU,2
XX,AJL,IMF,1
XX,AJR,LYC,2
XX,AJU,BSB,1
XX,AJU,GIG,1
XX,AJU,GRU,2
XX,AJU,MCZ,1
XX,AJU,REC,2
XX,AJU,SDU,1
XX,AJU,SSA,4
XX,AJU,VCP,1
XX,AKB,DUT,1
XX,AKF,BEN,2
XX,AKF,TIP,1
XX,AKI,KKI,1
XX,AKI,TLT,2
XX,AKJ,HND,3
XX,AKJ,NGO,1
XX,AKJ,TPE,3
XX,AKK,ADQ,1
XX,AKL,ADL,3
XX,AKL,APW,2
XX,AKL,BHE,1
XX,AKL,BKK,2
XX,AKL,BNE,7
XX,AKL,CAN,1
XX,AKL,CHC,2
XX,AKL,CNS,2
XX,AKL,DUD,2
XX,AKL,GIS,1
XX,AKL,HKG,2
XX,AKL,HLZ,1
XX,AKL,ICN,1
XX,AKL,KAT,1
XX,AKL,KKE,1
XX,AKL,KUL,1
XX,AKL,LAX,2
XX,AKL,MEL,7
XX,AKL,NAN,3
XX,AKL,NOU,2
XX,AKL,NPE,1
XX,AKL,NPL,1
XX,AKL,NRT,3
XX,AKL,NSN,1
XX,AKL,OOL,3
XX,AKL,PER,2
XX,AKL,PMR,1
XX,AKL,PPQ,1
XX,AKL,PPT,4
XX,AKL,PVG,2
XX,AKL,RAR,2
XX,AKL,ROT,1
XX,AKL,SCL,2
XX,AKL,SFO,2
XX,AKL,SIN,3
XX,AKL,SYD,10
XX,AKL,TBU,2
XX,AKL,TRG,1
XX,AKL,TUO,1
XX,AKL,VLI,2
XX,AKL,WAG,1
XX,AKL,WHK,1
XX,AKL,WLG,2
XX,AKL,WRE,1
XX,AKL,ZQN,2
XX,AKN,ANC,2
XX,AKN,DLG,1
XX,AKN,KCG,1
XX,AKN,KLL,1
XX,AKN,PIP,1
XX,AKN,WSN,1
XX,AKP,BTT,1
XX,AKP,FAI,2
XX,AKU,CTU,2
XX,AKU,URC,4
XX,AKV,YIK,1
XX,AKV,YPX,1
XX,AKX,ALA,2
XX,AKX,DME,2
XX,AKX,SCO,1
XX,AKX,TSE,2
XX,AKY,RGN,2
XX,AKY,SNW,1
XX,ALA,AKX,2
XX,ALA,AMS,1
XX,ALA,AUH,2
XX,ALA,BKK,1
XX,ALA,CIT,2
XX,ALA,DEL,1
XX,ALA,DMB,1
XX,ALA,DME,1
XX,ALA,DYU,3
XX,ALA,DZN,1
XX,ALA,FRA,1
XX,ALA,FRU,2
XX,ALA,GUW,2
XX,ALA,GYD,1
XX,ALA,HKG,1
XX,ALA,ICN,2
XX,ALA,IKA,1
XX,ALA,IST,2
XX,ALA,KBP,2
XX,ALA,KGF,2
XX,ALA,KOV,1
XX,ALA,KSN,1
XX,ALA,KUF,1
XX,ALA,KUL,1
XX,ALA,KZN,1
XX,ALA,KZO,1
XX,ALA,LED,2
XX,ALA,LHR,2
XX,ALA,OVB,1
XX,ALA,PEK,2
XX,ALA,PLX,1
XX,ALA,PPK,1
XX,ALA,PRG,1
XX,ALA,PWQ,1
XX,ALA,SAW,1
XX,ALA,SCO,2
XX,ALA,SGN,1
XX,ALA,SHJ,1
XX,ALA,SVO,1
XX,ALA,TAS,2
XX,ALA,TBS,1
XX,ALA,TSE,5
XX,ALA,UKK,2
XX,ALA,URC,2
XX,ALA,VKO,1
XX,ALB,ATL,5
XX,ALB,BOS,1
XX,ALB,BWI,2
XX,ALB,CLE,1
XX,ALB,CLT,2
XX,ALB,DCA,2
XX,ALB,DTW,1
XX,ALB,EWR,2
XX,ALB,FLL,2
XX,ALB,IAD,1
XX,ALB,LAS,1
XX,ALB,MCO,1
XX,ALB,MDW,2
XX,ALB,MSP,1
XX,ALB,MSS,1
XX,ALB,OGS,1
XX,ALB,ORD,1
XX,ALB,PHL,2
XX,ALB,TPA,2
XX,ALC,AAL,1
XX,ALC,AES,1
XX,ALC,ALG,1
XX,ALC,AMS,3
XX,ALC,ARN,2
XX,ALC,BCN,2
XX,ALC,BFS,2
XX,ALC,BGO,2
XX,ALC,BGY,1
XX,ALC,BHX,4
XX,ALC,BIO,2
XX,ALC,BLK,1
XX,ALC,BLL,2
XX,ALC,BLQ,1
XX,ALC,BOH,1
XX,ALC,BRE,1
XX,ALC,BRS,3
XX,ALC,BRU,4
XX,ALC,BSL,1
XX,ALC,BVA,1
XX,ALC,CGN,1
XX,ALC,CPH,3
XX,ALC,CRL,1
XX,ALC,CWL,3
XX,ALC,DME,4
XX,ALC,DUB,2
XX,ALC,DUS,1
XX,ALC,EDI,3
XX,ALC,EIN,2
XX,ALC,EMA,4
XX,ALC,EVE,1
XX,ALC,EXT,1
XX,ALC,FCO,2
XX,ALC,FKB,1
XX,ALC,FMM,1
XX,ALC,FRA,1
XX,ALC,GLA,3
XX,ALC,GOT,1
XX,ALC,GSE,1
XX,ALC,GVA,1
XX,ALC,HAM,2
XX,ALC,HAU,1
XX,ALC,HEL,1
XX,ALC,HHN,1
XX,ALC,IBZ,2
XX,ALC,KEF,2
XX,ALC,KIR,1
XX,ALC,KRK,1
XX,ALC,KRS,1
XX,ALC,KSD,1
XX,ALC,KTW,1
XX,ALC,KUN,1
XX,ALC,LBA,2
XX,ALC,LGW,6
XX,ALC,LPA,1
XX,ALC,LPL,2
XX,ALC,LTN,2
XX,ALC,MAD,1
XX,ALC,MAN,5
XX,ALC,MOL,1
XX,ALC,MST,1
XX,ALC,MUC,2
XX,ALC,NCL,3
XX,ALC,NOC,1
XX,ALC,NRN,1
XX,ALC,NUE,1
XX,ALC,NYO,1
XX,ALC,ORK,1
XX,ALC,ORN,3
XX,ALC,ORY,2
XX,ALC,OSL,2
XX,ALC,OUL,1
XX,ALC,PIK,1
XX,ALC,PMI,3
XX,ALC,RTM,1
XX,ALC,RYG,2
XX,ALC,SCQ,1
XX,ALC,SEN,1
XX,ALC,SNN,1
XX,ALC,SOU,1
XX,ALC,STN,1
XX,ALC,STR,1
XX,ALC,SVG,2
XX,ALC,TFS,1
XX,ALC,TKU,1
XX,ALC,TMP,1
XX,ALC,TOS,1
XX,ALC,TRD,2
XX,ALC,TRF,2
XX,ALC,TXL,1
XX,ALC,UME,1
XX,ALC,VST,1
XX,ALC,VXO,1
XX,ALC,WMI,1
XX,ALC,WRO,1
XX,ALC,ZRH,1
XX,ALF,HFT,1
XX,ALF,KKN,1
XX,ALF,LKL,1
XX,ALF,OSL,2
XX,ALF,SOJ,1
XX,ALF,TOS,3
XX,ALF,VDS,1
XX,ALG,AAE,1
XX,ALG,ABJ,1
XX,ALG,ALC,1
XX,ALG,AMM,2
XX,ALG,AZR,1
XX,ALG,BCN,3
XX,ALG,BEY,1
XX,ALG,BJA,1
XX,ALG,BKO,1
XX,ALG,BLJ,1
XX,ALG,BOD,1
XX,ALG,BRU,1
XX,ALG,BSK,1
XX,ALG,CAI,2
XX,ALG,CDG,5
XX,ALG,CGN,1
XX,ALG,CMN,2
XX,ALG,CZL,1
XX,ALG,DJG,1
XX,ALG,DKR,1
XX,ALG,DOH,1
XX,ALG,DXB,2
XX,ALG,EBH,1
