airline,airport1,airport2,cnt
XX,CJU,FUK,2
XX,CJU,GMP,6
XX,CJU,HIN,2
XX,CJU,HKG,2
XX,CJU,HRB,1
XX,CJU,ICN,2
XX,CJU,KIX,2
XX,CJU,KPO,1
XX,CJU,KUV,2
XX,CJU,KWJ,2
XX,CJU,MWX,1
XX,CJU,NGB,1
XX,CJU,NGO,1
XX,CJU,NRT,2
XX,CJU,PEK,2
XX,CJU,PUS,3
XX,CJU,PVG,4
XX,CJU,RSU,1
XX,CJU,SHE,1
XX,CJU,SZX,1
XX,CJU,TAE,3
XX,CJU,TPE,1
XX,CJU,TSN,2
XX,CJU,USN,1
XX,CJU,WJU,1
XX,CJU,WNZ,1
XX,CJU,XMN,1
XX,CKB,IAD,1
XX,CKB,MGW,1
XX,CKB,SFB,1
XX,CKD,RDV,1
XX,CKD,SLQ,1
XX,CKG,ACX,1
XX,CKG,AEB,1
XX,CKG,AQG,1
XX,CKG,AVA,1
XX,CKG,BFJ,1
XX,CKG,BHY,2
XX,CKG,BKK,2
XX,CKG,CAN,8
XX,CKG,CGO,6
XX,CKG,CGQ,1
XX,CKG,CNX,1
XX,CKG,CSX,6
XX,CKG,CTU,1
XX,CKG,CZX,2
XX,CKG,DLC,1
XX,CKG,DMK,1
XX,CKG,DOH,1
XX,CKG,DOY,1
XX,CKG,DSN,1
XX,CKG,DYG,2
XX,CKG,ENY,1
XX,CKG,FOC,3
XX,CKG,HAK,5
XX,CKG,HDG,1
XX,CKG,HEL,1
XX,CKG,HET,1
XX,CKG,HFE,2
XX,CKG,HGH,6
XX,CKG,HIA,1
XX,CKG,HKG,5
XX,CKG,HKT,2
XX,CKG,HYN,2
XX,CKG,ICN,2
XX,CKG,INC,4
XX,CKG,JHG,1
XX,CKG,JIQ,1
XX,CKG,JZH,3
XX,CKG,KHH,1
XX,CKG,KHN,4
XX,CKG,KMG,9
XX,CKG,KRL,1
XX,CKG,KWE,5
XX,CKG,KWL,6
XX,CKG,LHW,3
XX,CKG,LJG,7
XX,CKG,LXA,8
XX,CKG,LYA,1
XX,CKG,LZH,1
XX,CKG,MFM,2
XX,CKG,NAY,2
XX,CKG,NGB,3
XX,CKG,NKG,5
XX,CKG,NNG,4
XX,CKG,NTG,2
XX,CKG,PEK,6
XX,CKG,PVG,7
XX,CKG,PZI,1
XX,CKG,SHA,7
XX,CKG,SHE,1
XX,CKG,SIN,2
XX,CKG,SJW,4
XX,CKG,SWA,1
XX,CKG,SYD,1
XX,CKG,SYX,5
XX,CKG,SZX,6
XX,CKG,TAO,3
XX,CKG,TNA,5
XX,CKG,TPE,2
XX,CKG,TSA,2
XX,CKG,TSN,7
XX,CKG,TXN,2
XX,CKG,TYN,3
XX,CKG,URC,6
XX,CKG,WNZ,5
XX,CKG,WUH,6
XX,CKG,WUS,2
XX,CKG,WUX,4
XX,CKG,XFN,1
XX,CKG,XIC,1
XX,CKG,XIY,10
XX,CKG,XMN,5
XX,CKG,XNN,7
XX,CKG,XUZ,1
XX,CKG,YCU,1
XX,CKG,YIH,3
XX,CKG,YTY,2
XX,CKG,ZAT,1
XX,CKG,ZHA,1
XX,CKG,ZUH,3
XX,CKH,YKS,2
XX,CKS,BEL,1
XX,CKS,CNF,1
XX,CKS,MAB,2
XX,CKX,TKJ,1
XX,CKY,ABJ,2
XX,CKY,BKO,2
XX,CKY,CDG,1
XX,CKY,CMN,1
XX,CKY,DKR,8
XX,CKY,LFW,1
XX,CKY,NKC,1
XX,CKY,OXB,2
XX,CKZ,ESB,1
XX,CLD,LAX,1
XX,CLE,ALB,1
XX,CLE,ATL,6
XX,CLE,AUS,1
XX,CLE,BFD,1
XX,CLE,BNA,2
XX,CLE,BOS,1
XX,CLE,BUF,1
XX,CLE,BWI,2
XX,CLE,CHS,1
XX,CLE,CLT,3
XX,CLE,CMH,1
XX,CLE,CUN,2
XX,CLE,DAY,1
XX,CLE,DCA,1
XX,CLE,DEN,3
XX,CLE,DFW,3
XX,CLE,DTW,1
XX,CLE,DUJ,1
XX,CLE,ERI,1
XX,CLE,EWR,1
XX,CLE,FKL,1
XX,CLE,FLL,1
XX,CLE,FNT,1
XX,CLE,GRR,1
XX,CLE,GSP,1
XX,CLE,IAD,1
XX,CLE,IAH,1
XX,CLE,IND,1
XX,CLE,JFK,3
XX,CLE,JHW,1
XX,CLE,LAS,2
XX,CLE,LAX,1
XX,CLE,LGA,2
XX,CLE,MCI,1
XX,CLE,MCO,1
XX,CLE,MDW,2
XX,CLE,MIA,2
XX,CLE,MKE,1
XX,CLE,MSP,2
XX,CLE,MSY,1
XX,CLE,ORD,3
XX,CLE,PBI,1
XX,CLE,PHL,2
XX,CLE,PHX,1
XX,CLE,PKB,1
XX,CLE,PUJ,1
XX,CLE,RIC,1
XX,CLE,ROC,1
XX,CLE,RSW,1
XX,CLE,SDF,1
XX,CLE,SFO,1
XX,CLE,STL,1
XX,CLE,SYR,1
XX,CLE,TPA,1
XX,CLE,TTN,1
XX,CLE,YYZ,2
XX,CLJ,BCN,1
XX,CLJ,BGY,1
XX,CLJ,BLQ,1
XX,CLJ,BVA,1
XX,CLJ,CIA,1
XX,CLJ,CRL,1
XX,CLJ,DTM,1
XX,CLJ,EIN,1
XX,CLJ,LTN,1
XX,CLJ,MAD,1
XX,CLJ,MUC,1
XX,CLJ,OTP,2
XX,CLJ,PRG,2
XX,CLJ,TLV,1
XX,CLJ,TSF,1
XX,CLJ,VIE,2
XX,CLJ,VLC,1
XX,CLJ,ZAZ,1
XX,CLL,DFW,2
XX,CLL,IAH,1
XX,CLM,BFI,1
XX,CLO,ADZ,2
XX,CLO,BAQ,1
XX,CLO,BOG,6
XX,CLO,CTG,1
XX,CLO,ESM,1
XX,CLO,GPI,2
XX,CLO,GYE,2
XX,CLO,LIM,1
XX,CLO,MAD,1
XX,CLO,MDE,1
XX,CLO,MIA,5
XX,CLO,PSO,1
XX,CLO,PTY,1
XX,CLO,PUU,1
XX,CLO,SAL,1
XX,CLO,TCO,1
XX,CLO,UIB,1
XX,CLO,UIO,1
XX,CLQ,MEX,2
XX,CLQ,TIJ,1
XX,CLT,ABE,2
XX,CLT,AGS,2
XX,CLT,ALB,2
XX,CLT,ANU,2
XX,CLT,ATL,8
XX,CLT,AUA,2
XX,CLT,AUS,2
XX,CLT,AVL,2
XX,CLT,AVP,2
XX,CLT,BDL,2
XX,CLT,BHM,2
XX,CLT,BNA,2
XX,CLT,BOS,3
XX,CLT,BTR,2
XX,CLT,BUF,2
XX,CLT,BWI,4
XX,CLT,BZE,2
XX,CLT,CAE,2
XX,CLT,CAK,2
XX,CLT,CDG,2
XX,CLT,CHA,2
XX,CLT,CHO,2
XX,CLT,CHS,2
XX,CLT,CLE,3
XX,CLT,CMH,2
XX,CLT,CRW,2
XX,CLT,CUN,2
XX,CLT,CUR,1
XX,CLT,CVG,3
XX,CLT,CZM,2
XX,CLT,DAB,2
XX,CLT,DAY,2
XX,CLT,DCA,2
XX,CLT,DEN,2
XX,CLT,DFW,2
XX,CLT,DSM,2
XX,CLT,DTW,3
XX,CLT,DUB,2
XX,CLT,EWN,2
XX,CLT,EWR,3
XX,CLT,FAY,2
XX,CLT,FCO,2
XX,CLT,FLL,2
XX,CLT,FLO,2
XX,CLT,FPO,2
XX,CLT,FRA,2
XX,CLT,GCM,2
XX,CLT,GIG,1
XX,CLT,GNV,2
XX,CLT,GPT,2
XX,CLT,GRU,2
XX,CLT,GSO,2
XX,CLT,GSP,2
XX,CLT,HHH,2
XX,CLT,HOU,1
XX,CLT,HPN,2
XX,CLT,HSV,2
XX,CLT,HTS,2
XX,CLT,IAD,3
XX,CLT,IAH,3
XX,CLT,ILM,2
XX,CLT,IND,2
XX,CLT,JAN,2
XX,CLT,JAX,2
XX,CLT,JFK,4
XX,CLT,LAS,2
XX,CLT,LAX,2
XX,CLT,LEX,2
XX,CLT,LGA,3
XX,CLT,LHR,2
XX,CLT,LIR,2
XX,CLT,LIT,2
XX,CLT,LUK,1
XX,CLT,LYH,2
XX,CLT,MBJ,2
XX,CLT,MCI,2
XX,CLT,MCO,4
XX,CLT,MDT,2
XX,CLT,MDW,2
XX,CLT,MEM,2
XX,CLT,MEX,2
XX,CLT,MGM,2
XX,CLT,MHT,2
XX,CLT,MIA,2
XX,CLT,MKE,2
XX,CLT,MLB,2
XX,CLT,MOB,2
XX,CLT,MSP,3
XX,CLT,MSY,2
XX,CLT,MUC,1
XX,CLT,MYR,2
XX,CLT,NAS,2
XX,CLT,OAJ,2
XX,CLT,OMA,2
XX,CLT,ORD,3
XX,CLT,ORF,2
XX,CLT,PBI,2
XX,CLT,PDX,2
XX,CLT,PGV,2
XX,CLT,PHF,2
XX,CLT,PHL,2
XX,CLT,PHX,2
XX,CLT,PIT,2
XX,CLT,PLS,2
XX,CLT,PNS,2
XX,CLT,PUJ,2
XX,CLT,PVD,2
XX,CLT,PWM,2
XX,CLT,RDU,2
XX,CLT,RIC,2
XX,CLT,ROA,2
XX,CLT,ROC,2
XX,CLT,RSW,2
XX,CLT,SAN,2
XX,CLT,SAT,2
XX,CLT,SAV,2
XX,CLT,SBY,2
XX,CLT,SDF,2
XX,CLT,SEA,2
XX,CLT,SFO,2
XX,CLT,SJD,2
XX,CLT,SJO,3
XX,CLT,SJU,2
XX,CLT,SLC,3
XX,CLT,SMF,2
XX,CLT,SRQ,2
XX,CLT,STL,2
XX,CLT,STT,2
XX,CLT,SXM,2
XX,CLT,SYR,2
XX,CLT,TLH,2
XX,CLT,TPA,2
XX,CLT,TRI,2
XX,CLT,TTN,1
XX,CLT,TYS,2
XX,CLT,UVF,2
XX,CLT,VPS,2
XX,CLT,XNA,2
XX,CLT,YOW,2
XX,CLT,YUL,2
XX,CLT,YYZ,3
XX,CLV,CGH,1
XX,CLV,VCP,1
XX,CLY,BOD,1
XX,CLY,CDG,1
XX,CLY,CGN,2
XX,CLY,DUS,1
XX,CLY,FMM,2
XX,CLY,LUX,1
XX,CLY,MRS,3
XX,CLY,NCE,3
XX,CLY,NTE,2
XX,CLY,ORY,2
XX,CLY,SZG,2
XX,CMA,SGO,1
XX,CMA,XTG,1
XX,CMB,AUH,5
XX,CMB,BAH,2
XX,CMB,BKK,4
XX,CMB,BLR,2
XX,CMB,BOM,4
XX,CMB,CDG,1
XX,CMB,CGK,2
XX,CMB,COK,2
XX,CMB,DAC,2
XX,CMB,DEL,3
XX,CMB,DME,1
XX,CMB,DMM,3
XX,CMB,DOH,2
XX,CMB,DWC,1
XX,CMB,DXB,3
XX,CMB,FCO,3
XX,CMB,FRA,1
XX,CMB,GAN,1
XX,CMB,GIU,1
XX,CMB,HRI,2
XX,CMB,ICN,1
XX,CMB,IXM,3
XX,CMB,JED,3
XX,CMB,KCT,1
XX,CMB,KHI,2
XX,CMB,KMG,1
XX,CMB,KUL,4
XX,CMB,KWI,3
XX,CMB,LHR,1
XX,CMB,MAA,4
XX,CMB,MCT,3
XX,CMB,MLE,10
XX,CMB,NRT,1
XX,CMB,PEK,1
XX,CMB,PVG,1
XX,CMB,RUH,3
XX,CMB,SEZ,2
XX,CMB,SHJ,3
XX,CMB,SIN,5
XX,CMB,TRV,2
XX,CMB,TRZ,2
XX,CME,IAH,1
XX,CME,MEX,2
XX,CMG,CGR,1
XX,CMH,ATL,8
XX,CMH,BNA,1
XX,CMH,BOS,1
XX,CMH,BWI,2
XX,CMH,CLE,1
XX,CMH,CLT,2
XX,CMH,DCA,2
XX,CMH,DEN,2
XX,CMH,DFW,2
XX,CMH,DTW,1
XX,CMH,EWR,1
XX,CMH,FLL,1
XX,CMH,FPO,1
XX,CMH,IAD,1
XX,CMH,IAH,1
XX,CMH,JFK,3
XX,CMH,LAS,1
XX,CMH,LAX,4
XX,CMH,LGA,3
XX,CMH,MCO,2
XX,CMH,MDW,2
XX,CMH,MIA,2
XX,CMH,MSP,1
XX,CMH,ORD,3
XX,CMH,PHL,2
XX,CMH,PHX,3
XX,CMH,RDU,1
XX,CMH,RNO,1
XX,CMH,RSW,2
XX,CMH,STL,2
XX,CMH,TPA,2
XX,CMH,YYZ,2
XX,CMI,DFW,2
XX,CMI,ORD,2
XX,CMN,ABJ,1
XX,CMN,AGA,1
XX,CMN,AGP,2
XX,CMN,ALG,2
XX,CMN,AMS,2
XX,CMN,ARN,1
XX,CMN,AUH,3
XX,CMN,BCN,4
XX,CMN,BEN,2
XX,CMN,BEY,1
XX,CMN,BGY,1
XX,CMN,BJL,1
XX,CMN,BKO,1
XX,CMN,BLQ,2
XX,CMN,BOD,1
XX,CMN,BRU,3
XX,CMN,BZV,1
XX,CMN,CAI,2
XX,CMN,CDG,6
XX,CMN,CKY,1
XX,CMN,COO,1
XX,CMN,CUF,1
XX,CMN,DKR,1
XX,CMN,DLA,1
XX,CMN,DOH,1
XX,CMN,DXB,1
XX,CMN,EUN,1
XX,CMN,FCO,2
XX,CMN,FEZ,1
XX,CMN,FIH,1
XX,CMN,FNA,1
XX,CMN,FRA,2
XX,CMN,GLN,1
XX,CMN,GRU,1
XX,CMN,GVA,1
XX,CMN,IST,2
XX,CMN,JED,3
XX,CMN,JFK,1
XX,CMN,LAD,1
XX,CMN,LBV,1
XX,CMN,LFW,1
XX,CMN,LGW,2
XX,CMN,LHR,1
XX,CMN,LIS,2
XX,CMN,LPA,2
XX,CMN,LYS,3
XX,CMN,MAD,2
XX,CMN,MPL,1
XX,CMN,MRS,1
XX,CMN,MUC,1
XX,CMN,MXP,2
XX,CMN,NCE,1
XX,CMN,NDR,1
XX,CMN,NIM,1
XX,CMN,NKC,2
XX,CMN,NSI,1
XX,CMN,NTE,1
XX,CMN,ORN,1
XX,CMN,ORY,1
XX,CMN,OUA,1
XX,CMN,OUD,1
XX,CMN,OUZ,1
XX,CMN,OXB,1
XX,CMN,OZZ,1
XX,CMN,PNR,1
XX,CMN,RAI,1
XX,CMN,RAK,1
XX,CMN,RBA,1
XX,CMN,ROB,1
XX,CMN,RUH,1
XX,CMN,SAW,1
XX,CMN,SSG,1
XX,CMN,SVO,2
XX,CMN,SXB,1
XX,CMN,TFN,1
XX,CMN,TIP,3
XX,CMN,TLS,3
XX,CMN,TNG,1
XX,CMN,TRN,1
XX,CMN,TSF,1
XX,CMN,TTU,1
XX,CMN,TUN,2
XX,CMN,TXL,1
XX,CMN,VIL,1
XX,CMN,VLC,2
XX,CMN,YUL,1
XX,CMN,ZRH,1
XX,CMU,POM,1
XX,CMW,HAV,1
XX,CMW,YUL,1
XX,CMW,YYZ,1
XX,CMX,ORD,1
XX,CND,IST,1
XX,CNF,AEP,1
XX,CNF,BEL,1
XX,CNF,BPS,3
XX,CNF,BSB,4
XX,CNF,CGB,1
XX,CNF,CGH,2
XX,CNF,CKS,1
XX,CNF,CPV,1
XX,CNF,CWB,1
XX,CNF,FOR,1
XX,CNF,GIG,2
XX,CNF,GRU,4
XX,CNF,GYN,2
XX,CNF,IMP,1
XX,CNF,IOS,1
XX,CNF,IPN,1
XX,CNF,IZA,1
XX,CNF,LIS,1
XX,CNF,MAO,1
XX,CNF,MIA,3
XX,CNF,MOC,2
XX,CNF,POA,1
XX,CNF,PTY,1
XX,CNF,RAO,1
XX,CNF,REC,2
XX,CNF,SDU,3
XX,CNF,SLZ,1
XX,CNF,SSA,3
XX,CNF,UBA,1
XX,CNF,UDI,2
XX,CNF,VCP,2
XX,CNF,VDC,1
XX,CNF,VIX,2
XX,CNJ,BNE,3
XX,CNJ,ISA,1
XX,CNJ,TSV,1
XX,CNM,ABQ,1
XX,CNP,KUS,1
XX,CNP,OBY,1
XX,CNS,ABM,1
XX,CNS,ADL,1
XX,CNS,AKL,3
XX,CNS,ASP,1
XX,CNS,AUU,1
XX,CNS,AYQ,1
XX,CNS,BNE,9
XX,CNS,CUQ,1
XX,CNS,DRW,2
XX,CNS,EDR,1
XX,CNS,GOV,2
XX,CNS,GTE,1
XX,CNS,GUM,1
XX,CNS,HID,1
XX,CNS,HKG,3
XX,CNS,HTI,1
XX,CNS,IRG,1
XX,CNS,ISA,1
XX,CNS,KIX,3
XX,CNS,KWM,1
XX,CNS,MEL,4
XX,CNS,NRT,3
XX,CNS,NTN,1
XX,CNS,OOL,1
XX,CNS,PER,1
XX,CNS,POM,2
XX,CNS,RAB,1
XX,CNS,SYD,4
XX,CNS,TSV,1
XX,CNS,WEI,2
XX,CNX,BKK,11
XX,CNX,CAN,1
XX,CNX,CKG,1
XX,CNX,DMK,2
XX,CNX,HDY,1
XX,CNX,HGH,1
XX,CNX,HGN,1
XX,CNX,HKG,4
XX,CNX,HKT,2
XX,CNX,ICN,3
XX,CNX,KBV,1
XX,CNX,KMG,1
XX,CNX,KUL,1
XX,CNX,LPQ,1
XX,CNX,MFM,1
XX,CNX,NNT,1
XX,CNX,PEK,1
XX,CNX,PHS,1
XX,CNX,PVG,3
XX,CNX,PYY,1
XX,CNX,RGN,1
XX,CNX,SIN,4
XX,CNX,TPE,1
XX,CNX,USM,1
XX,CNX,UTH,1
XX,CNX,WUH,1
XX,CNY,SLC,1
XX,COD,DEN,1
XX,COD,SLC,1
XX,COK,AGX,1
XX,COK,AUH,4
XX,COK,BAH,1
XX,COK,BLR,5
XX,COK,BOM,7
XX,COK,CCJ,2
XX,COK,CMB,2
XX,COK,DEL,2
XX,COK,DMM,2
XX,COK,DOH,2
XX,COK,DXB,4
XX,COK,HYD,2
XX,COK,KUL,3
XX,COK,KWI,1
XX,COK,MAA,5
XX,COK,MCT,3
XX,COK,MLE,1
XX,COK,PNQ,1
XX,COK,RUH,1
XX,COK,SHJ,4
XX,COK,SIN,3
XX,COK,TRV,3
XX,COO,ABJ,8
XX,COO,ABV,1
XX,COO,ACC,1
XX,COO,ADD,1
XX,COO,BKO,3
XX,COO,BSG,1
XX,COO,BZV,3
XX,COO,CDG,1
XX,COO,DKR,2
XX,COO,DLA,4
XX,COO,LBV,3
XX,COO,LFW,3
XX,COO,LOS,2
XX,COO,NBO,1
XX,COO,NIM,1
XX,COO,OUA,1
XX,COO,PNR,4
XX,COO,SSG,1
XX,COQ,HLD,1
XX,COQ,NZH,1
XX,COQ,ULN,2
XX,COR,AEP,2
XX,COR,BRC,1
XX,COR,EZE,1
XX,COR,GRU,1
XX,COR,JUJ,1
XX,COR,LIM,1
XX,COR,MDZ,2
XX,COR,PTY,1
XX,COR,ROS,1
XX,COR,SCL,1
XX,COR,SLA,1
XX,COS,ATL,2
XX,COS,DEN,1
XX,COS,DFW,2
XX,COS,IAD,1
XX,COS,IAH,1
XX,COS,LAS,1
XX,COS,LAX,1
XX,COS,ORD,1
XX,COS,SEA,1
XX,COS,SFO,1
XX,COS,SLC,1
XX,COU,DFW,2
XX,COU,ORD,2
XX,CPC,AEP,1
XX,CPD,ADL,1
XX,CPE,MEX,2
XX,CPH,AAL,2
XX,CPH,AAR,1
XX,CPH,ABZ,1
XX,CPH,ADB,1
XX,CPH,AES,1
XX,CPH,AGP,4
XX,CPH,ALC,3
XX,CPH,AMS,6
XX,CPH,ARN,3
XX,CPH,ATH,2
XX,CPH,AYT,1
XX,CPH,BCN,4
XX,CPH,BEG,1
XX,CPH,BGO,2
XX,CPH,BHX,1
XX,CPH,BIQ,1
XX,CPH,BKK,2
XX,CPH,BLL,1
XX,CPH,BLQ,1
XX,CPH,BOJ,1
XX,CPH,BRE,1
XX,CPH,BRS,1
XX,CPH,BRU,4
XX,CPH,BSL,1
XX,CPH,BUD,2
XX,CPH,CAI,2
XX,CPH,CDG,4
XX,CPH,CHQ,1
XX,CPH,CMN,1
XX,CPH,CTA,1
XX,CPH,DOH,1
XX,CPH,DUB,3
XX,CPH,DUS,4
XX,CPH,DXB,2
XX,CPH,EDI,2
XX,CPH,EIN,1
XX,CPH,EWR,1
XX,CPH,FAE,1
XX,CPH,FAO,1
XX,CPH,FCO,4
XX,CPH,FLL,1
XX,CPH,FLR,2
XX,CPH,FRA,4
XX,CPH,GDN,1
XX,CPH,GOT,1
XX,CPH,GVA,4
XX,CPH,GZP,1
XX,CPH,HAJ,1
XX,CPH,HAM,2
XX,CPH,HAU,2
XX,CPH,HEL,3
XX,CPH,IAD,1
XX,CPH,IST,2
XX,CPH,JFK,1
XX,CPH,KEF,3
XX,CPH,KRK,1
XX,CPH,KRP,1
XX,CPH,KRS,2
XX,CPH,LAX,1
XX,CPH,LBA,1
XX,CPH,LED,1
XX,CPH,LGW,2
XX,CPH,LHE,1
XX,CPH,LHR,3
XX,CPH,LIN,1
XX,CPH,LIS,3
XX,CPH,LJU,2
XX,CPH,LPA,1
XX,CPH,LPI,1
XX,CPH,LUX,2
XX,CPH,MAD,3
XX,CPH,MAN,3
XX,CPH,MLA,1
XX,CPH,MOL,1
XX,CPH,MUC,2
XX,CPH,MXP,2
XX,CPH,NCE,2
XX,CPH,NCL,1
XX,CPH,NRT,1
XX,CPH,ORD,1
XX,CPH,ORY,1
XX,CPH,OSL,6
XX,CPH,OTP,1
XX,CPH,PEK,2
XX,CPH,PLQ,1
XX,CPH,PMI,3
XX,CPH,POZ,1
XX,CPH,PRG,4
XX,CPH,PRN,1
XX,CPH,PSA,1
XX,CPH,PVG,1
XX,CPH,RAK,1
XX,CPH,RIX,3
XX,CPH,RNN,1
XX,CPH,SAW,1
XX,CPH,SFJ,1
XX,CPH,SFO,1
XX,CPH,SGD,1
XX,CPH,SIN,2
XX,CPH,SJJ,1
XX,CPH,SKG,2
XX,CPH,SPU,2
XX,CPH,STN,1
XX,CPH,STR,1
XX,CPH,SVG,1
XX,CPH,SVO,2
XX,CPH,SXF,2
XX,CPH,TKU,1
XX,CPH,TLL,2
XX,CPH,TLV,2
XX,CPH,TRD,3
XX,CPH,TRF,2
XX,CPH,TXL,5
XX,CPH,VCE,4
XX,CPH,VIE,5
XX,CPH,VNO,2
XX,CPH,WAW,3
XX,CPH,WRO,1
XX,CPH,YYZ,3
XX,CPH,ZAG,3
XX,CPH,ZRH,2
XX,CPO,CJC,1
XX,CPO,LSC,1
XX,CPO,SCL,2
XX,CPR,DEN,1
XX,CPR,LAS,1
XX,CPR,SLC,1
XX,CPT,AMS,2
XX,CPT,BFN,2
XX,CPT,DOH,1
XX,CPT,DUR,4
XX,CPT,DXB,2
XX,CPT,ELS,1
XX,CPT,GBE,1
XX,CPT,GRJ,1
XX,CPT,HDS,1
XX,CPT,HLA,3
XX,CPT,JNB,9
XX,CPT,KIM,1
XX,CPT,LAD,1
XX,CPT,LHR,3
XX,CPT,MPM,1
XX,CPT,MQP,1
XX,CPT,MRU,1
XX,CPT,MUB,1
XX,CPT,PBZ,1
XX,CPT,PLZ,3
XX,CPT,UTN,1
XX,CPT,WDH,2
XX,CPT,WVB,1
XX,CPV,PNZ,1
XX,CPV,SSA,1
XX,CPX,SJU,1
XX,CRA,BGY,1
XX,CRA,LTN,1
XX,CRD,AEP,2
XX,CRD,NQN,2
XX,CRD,REL,1
XX,CRD,RGL,1
XX,CRI,AXP,1
XX,CRI,NAS,1
XX,CRK,BKK,1
XX,CRK,CEB,1
XX,CRK,DOH,1
XX,CRK,HKG,3
XX,CRK,ICN,2
XX,CRK,KLO,1
XX,CRK,MFM,1
XX,CRK,SIN,3
XX,CRL,ACE,1
XX,CRL,AGA,1
XX,CRL,AGP,1
XX,CRL,AHO,1
XX,CRL,ALC,1
XX,CRL,AOI,1
XX,CRL,BCN,1
XX,CRL,BDS,1
XX,CRL,BEG,1
XX,CRL,BGY,1
XX,CRL,BIQ,1
XX,CRL,BLQ,1
XX,CRL,BOD,1
XX,CRL,BRI,1
XX,CRL,BTS,1
XX,CRL,BUD,2
XX,CRL,CAG,1
XX,CRL,CCF,1
XX,CRL,CFU,1
XX,CRL,CHQ,1
XX,CRL,CIA,1
XX,CRL,CIY,1
XX,CRL,CLJ,1
XX,CRL,DUB,1
XX,CRL,EDI,1
XX,CRL,EGC,1
XX,CRL,FAO,1
XX,CRL,FEZ,1
XX,CRL,FNI,1
XX,CRL,FSC,1
XX,CRL,FUE,1
XX,CRL,GOA,1
XX,CRL,GRO,1
XX,CRL,IBZ,1
XX,CRL,KRK,1
XX,CRL,LEI,1
XX,CRL,LJU,1
XX,CRL,LPA,1
XX,CRL,LRH,1
XX,CRL,MAD,1
XX,CRL,MAN,1
XX,CRL,MPL,1
XX,CRL,MRS,1
XX,CRL,NDR,1
XX,CRL,NYO,1
XX,CRL,OPO,1
XX,CRL,OTP,1
XX,CRL,OUD,1
XX,CRL,PEG,1
XX,CRL,PFO,1
XX,CRL,PGF,1
XX,CRL,PMI,1
XX,CRL,PSA,1
XX,CRL,PSR,1
XX,CRL,PUY,1
XX,CRL,RAK,1
XX,CRL,RBA,1
XX,CRL,RDZ,1
XX,CRL,REU,1
XX,CRL,RHO,1
XX,CRL,RYG,1
XX,CRL,SAW,1
XX,CRL,SDR,1
XX,CRL,SKG,1
XX,CRL,SKP,1
XX,CRL,SOF,1
XX,CRL,SUF,1
XX,CRL,SVQ,1
XX,CRL,TFS,1
XX,CRL,TGD,1
XX,CRL,TNG,1
XX,CRL,TPS,1
XX,CRL,TRN,1
XX,CRL,TRS,1
XX,CRL,TSF,1
XX,CRL,VLC,1
XX,CRL,VNO,1
XX,CRL,VOL,1
XX,CRL,WAW,1
XX,CRL,WMI,1
XX,CRL,ZAD,1
XX,CRL,ZAZ,1
XX,CRL,ZTH,1
XX,CRM,MNL,2
XX,CRP,DFW,2
XX,CRP,HOU,1
XX,CRP,IAH,1
XX,CRP,LBB,1
XX,CRW,ATL,4
XX,CRW,DTW,1
XX,CRW,MYR,1
XX,CSG,ATL,3
XX,CSH,ARH,1
XX,CSK,DKR,1
XX,CSX,BAV,1
XX,CSX,BHY,1
XX,CSX,BKK,1
XX,CSX,CAN,1
XX,CSX,CJU,2
XX,CSX,CKG,6
XX,CSX,CTU,6
XX,CSX,CZX,1
XX,CSX,DLC,1
XX,CSX,DMK,2
XX,CSX,DSN,1
XX,CSX,DYG,2
XX,CSX,FOC,6
XX,CSX,HAK,4
XX,CSX,HET,3
XX,CSX,HFE,3
XX,CSX,HGH,5
XX,CSX,HJJ,2
XX,CSX,HKG,2
XX,CSX,HRB,1
XX,CSX,HYN,2
XX,CSX,ICN,4
XX,CSX,INC,1
XX,CSX,JJN,3
XX,CSX,KHH,2
XX,CSX,KMG,8
XX,CSX,KWE,6
XX,CSX,LHW,4
XX,CSX,LJG,2
XX,CSX,LLF,1
XX,CSX,LYI,1
XX,CSX,LZH,1
XX,CSX,LZO,2
XX,CSX,MIG,2
XX,CSX,NAY,2
XX,CSX,NGB,5
XX,CSX,NKG,6
XX,CSX,NNG,4
XX,CSX,PEK,5
XX,CSX,PUS,1
XX,CSX,PVG,3
XX,CSX,RMQ,1
XX,CSX,SHA,5
XX,CSX,SHE,1
XX,CSX,SIN,2
XX,CSX,SJW,1
XX,CSX,SWA,2
XX,CSX,SYX,5
XX,CSX,SZX,2
XX,CSX,TAO,4
XX,CSX,TEN,1
XX,CSX,TNA,4
XX,CSX,TPE,4
XX,CSX,TSN,5
XX,CSX,TXN,1
XX,CSX,TYN,3
XX,CSX,URC,2
XX,CSX,WNZ,4
XX,CSX,WUX,2
XX,CSX,XIY,7
XX,CSX,XMN,8
XX,CSX,XNN,1
XX,CSX,XUZ,1
XX,CSX,YCU,1
XX,CSX,YNT,1
XX,CSX,YNZ,1
XX,CSX,YTY,1
XX,CSX,ZHA,1
XX,CSX,ZUH,1
XX,CSX,ZYI,1
XX,CSY,DME,1
XX,CSY,LED,1
XX,CTA,AMS,3
XX,CTA,AOI,1
XX,CTA,ARN,1
XX,CTA,BCN,2
XX,CTA,BGY,1
XX,CTA,BLQ,4
XX,CTA,BRI,2
XX,CTA,BRU,2
XX,CTA,BSL,3
XX,CTA,BUD,1
XX,CTA,CDG,3
XX,CTA,CGN,1
